file_x,file_y,decision,distance,prediction
black_woman_dataset/img1.jpg,black_woman_dataset/img2.jpg,Yes,0.1874,Yes
black_woman_dataset/img1.jpg,black_woman_dataset/img3.jpg,Yes,0.1283,Yes
black_woman_dataset/img1.jpg,black_woman_dataset/img4.jpg,Yes,0.1408,Yes
black_woman_dataset/img2.jpg,black_woman_dataset/img3.jpg,Yes,0.1472,Yes
black_woman_dataset/img2.jpg,black_woman_dataset/img4.jpg,Yes,0.0822,Yes
black_woman_dataset/img3.jpg,black_woman_dataset/img4.jpg,Yes,0.108,Yes
black_woman_dataset/img5.jpg,black_woman_dataset/img6.jpg,Yes,0.2896,Yes
black_woman_dataset/img5.jpg,black_woman_dataset/img7.jpg,Yes,0.1542,Yes
black_woman_dataset/img5.jpg,black_woman_dataset/img8.jpg,Yes,0.3074,Yes
black_woman_dataset/img6.jpg,black_woman_dataset/img7.jpg,Yes,0.2033,Yes
black_woman_dataset/img6.jpg,black_woman_dataset/img8.jpg,Yes,0.204,Yes
black_woman_dataset/img7.jpg,black_woman_dataset/img8.jpg,Yes,0.2638,Yes
black_woman_dataset/img9.jpg,black_woman_dataset/img10.jpg,Yes,0.099,Yes
black_woman_dataset/img9.jpg,black_woman_dataset/img11.jpg,Yes,0.1202,Yes
black_woman_dataset/img9.jpg,black_woman_dataset/img12.jpg,Yes,0.1467,Yes
black_woman_dataset/img10.jpg,black_woman_dataset/img11.jpg,Yes,0.0895,Yes
black_woman_dataset/img10.jpg,black_woman_dataset/img12.jpg,Yes,0.1465,Yes
black_woman_dataset/img11.jpg,black_woman_dataset/img12.jpg,Yes,0.1264,Yes
black_woman_dataset/img13.jpg,black_woman_dataset/img14.jpg,Yes,0.1612,Yes
black_woman_dataset/img13.jpg,black_woman_dataset/img15.jpg,Yes,0.1396,Yes
black_woman_dataset/img13.jpg,black_woman_dataset/img16.jpg,Yes,0.1434,Yes
black_woman_dataset/img14.jpg,black_woman_dataset/img15.jpg,Yes,0.1582,Yes
black_woman_dataset/img14.jpg,black_woman_dataset/img16.jpg,Yes,0.1262,Yes
black_woman_dataset/img15.jpg,black_woman_dataset/img16.jpg,Yes,0.1484,Yes
black_woman_dataset/img17.jpg,black_woman_dataset/img18.jpg,Yes,0.1609,Yes
black_woman_dataset/img17.jpg,black_woman_dataset/img19.jpg,Yes,0.1345,Yes
black_woman_dataset/img17.jpg,black_woman_dataset/img20.jpg,Yes,0.1742,Yes
black_woman_dataset/img18.jpg,black_woman_dataset/img19.jpg,Yes,0.1415,Yes
black_woman_dataset/img18.jpg,black_woman_dataset/img20.jpg,Yes,0.197,Yes
black_woman_dataset/img19.jpg,black_woman_dataset/img20.jpg,Yes,0.1243,Yes
black_woman_dataset/img21.jpg,black_woman_dataset/img22.jpg,Yes,0.2555,Yes
black_woman_dataset/img21.jpg,black_woman_dataset/img23.jpg,Yes,0.2442,Yes
black_woman_dataset/img21.jpg,black_woman_dataset/img24.jpg,Yes,0.2257,Yes
black_woman_dataset/img22.jpg,black_woman_dataset/img23.jpg,Yes,0.1893,Yes
black_woman_dataset/img22.jpg,black_woman_dataset/img24.jpg,Yes,0.1722,Yes
black_woman_dataset/img23.jpg,black_woman_dataset/img24.jpg,Yes,0.1413,Yes
black_woman_dataset/img25.jpg,black_woman_dataset/img26.jpg,Yes,0.1963,Yes
