file_x,file_y,decision,distance,prediction
black_woman_dataset/img1.jpg,black_woman_dataset/img2.jpg,Yes,0.5013,Yes
black_woman_dataset/img1.jpg,black_woman_dataset/img3.jpg,Yes,0.4271,Yes
black_woman_dataset/img1.jpg,black_woman_dataset/img4.jpg,Yes,0.4808,Yes
black_woman_dataset/img2.jpg,black_woman_dataset/img3.jpg,Yes,0.5103,Yes
black_woman_dataset/img2.jpg,black_woman_dataset/img4.jpg,Yes,0.4825,Yes
black_woman_dataset/img3.jpg,black_woman_dataset/img4.jpg,Yes,0.4558,Yes
black_woman_dataset/img5.jpg,black_woman_dataset/img6.jpg,Yes,0.8143,Yes
black_woman_dataset/img5.jpg,black_woman_dataset/img7.jpg,Yes,0.585,Yes
black_woman_dataset/img5.jpg,black_woman_dataset/img8.jpg,Yes,0.7349,Yes
black_woman_dataset/img6.jpg,black_woman_dataset/img7.jpg,Yes,0.5224,Yes
black_woman_dataset/img6.jpg,black_woman_dataset/img8.jpg,Yes,0.5936,Yes
black_woman_dataset/img7.jpg,black_woman_dataset/img8.jpg,Yes,0.5701,Yes
black_woman_dataset/img9.jpg,black_woman_dataset/img10.jpg,Yes,0.3437,Yes
black_woman_dataset/img9.jpg,black_woman_dataset/img11.jpg,Yes,0.4824,Yes
black_woman_dataset/img9.jpg,black_woman_dataset/img12.jpg,Yes,0.5844,Yes
black_woman_dataset/img10.jpg,black_woman_dataset/img11.jpg,Yes,0.4768,Yes
black_woman_dataset/img10.jpg,black_woman_dataset/img12.jpg,Yes,0.6131,Yes
black_woman_dataset/img11.jpg,black_woman_dataset/img12.jpg,Yes,0.4807,Yes
black_woman_dataset/img13.jpg,black_woman_dataset/img14.jpg,Yes,0.6312,Yes
black_woman_dataset/img13.jpg,black_woman_dataset/img15.jpg,Yes,0.5365,Yes
black_woman_dataset/img13.jpg,black_woman_dataset/img16.jpg,Yes,0.6184,Yes
black_woman_dataset/img14.jpg,black_woman_dataset/img15.jpg,Yes,0.6215,Yes
black_woman_dataset/img14.jpg,black_woman_dataset/img16.jpg,Yes,0.6342,Yes
black_woman_dataset/img15.jpg,black_woman_dataset/img16.jpg,Yes,0.6358,Yes
black_woman_dataset/img17.jpg,black_woman_dataset/img18.jpg,Yes,0.6007,Yes
black_woman_dataset/img17.jpg,black_woman_dataset/img19.jpg,Yes,0.7907,Yes
black_woman_dataset/img17.jpg,black_woman_dataset/img20.jpg,Yes,0.669,Yes
black_woman_dataset/img18.jpg,black_woman_dataset/img19.jpg,Yes,0.5434,Yes
black_woman_dataset/img18.jpg,black_woman_dataset/img20.jpg,Yes,0.6577,Yes
black_woman_dataset/img19.jpg,black_woman_dataset/img20.jpg,Yes,0.7432,Yes
black_woman_dataset/img21.jpg,black_woman_dataset/img22.jpg,Yes,0.6761,Yes
black_woman_dataset/img21.jpg,black_woman_dataset/img23.jpg,Yes,0.6081,Yes
black_woman_dataset/img21.jpg,black_woman_dataset/img24.jpg,Yes,0.7163,Yes
black_woman_dataset/img22.jpg,black_woman_dataset/img23.jpg,Yes,0.6762,Yes
black_woman_dataset/img22.jpg,black_woman_dataset/img24.jpg,Yes,0.6341,Yes
black_woman_dataset/img23.jpg,black_woman_dataset/img24.jpg,Yes,0.6936,Yes
black_woman_dataset/img25.jpg,black_woman_dataset/img26.jpg,Yes,0.482,Yes
black_woman_dataset/img25.jpg,black_woman_dataset/img27.jpg,Yes,0.4458,Yes
black_woman_dataset/img25.jpg,black_woman_dataset/img28.jpg,Yes,0.5854,Yes
black_woman_dataset/img26.jpg,black_woman_dataset/img27.jpg,Yes,0.4527,Yes
black_woman_dataset/img26.jpg,black_woman_dataset/img28.jpg,Yes,0.5374,Yes
black_woman_dataset/img27.jpg,black_woman_dataset/img28.jpg,Yes,0.5863,Yes
black_woman_dataset/img29.jpg,black_woman_dataset/img30.jpg,Yes,0.7008,Yes
black_woman_dataset/img29.jpg,black_woman_dataset/img31.jpg,Yes,0.5591,Yes
black_woman_dataset/img29.jpg,black_woman_dataset/img32.jpg,Yes,0.7758,Yes
black_woman_dataset/img30.jpg,black_woman_dataset/img31.jpg,Yes,0.6972,Yes
black_woman_dataset/img30.jpg,black_woman_dataset/img32.jpg,Yes,0.7331,Yes
black_woman_dataset/img31.jpg,black_woman_dataset/img32.jpg,Yes,0.783,Yes
black_woman_dataset/img33.jpg,black_woman_dataset/img34.jpg,Yes,0.865,Yes
black_woman_dataset/img33.jpg,black_woman_dataset/img35.jpg,Yes,0.4452,Yes
black_woman_dataset/img33.jpg,black_woman_dataset/img36.jpg,Yes,0.4442,Yes
black_woman_dataset/img34.jpg,black_woman_dataset/img35.jpg,Yes,0.924,Yes
black_woman_dataset/img34.jpg,black_woman_dataset/img36.jpg,Yes,0.828,Yes
black_woman_dataset/img35.jpg,black_woman_dataset/img36.jpg,Yes,0.3989,Yes
black_woman_dataset/img37.jpg,black_woman_dataset/img38.jpg,Yes,0.5013,Yes
black_woman_dataset/img37.jpg,black_woman_dataset/img39.jpg,Yes,0.5834,Yes
black_woman_dataset/img37.jpg,black_woman_dataset/img40.jpg,Yes,0.6531,Yes
black_woman_dataset/img38.jpg,black_woman_dataset/img39.jpg,Yes,0.432,Yes
black_woman_dataset/img38.jpg,black_woman_dataset/img40.jpg,Yes,0.5487,Yes
black_woman_dataset/img39.jpg,black_woman_dataset/img40.jpg,Yes,0.5196,Yes
black_woman_dataset/img41.jpg,black_woman_dataset/img42.jpg,Yes,0.5748,Yes
black_woman_dataset/img41.jpg,black_woman_dataset/img43.jpg,Yes,0.7648,Yes
black_woman_dataset/img41.jpg,black_woman_dataset/img44.jpg,Yes,0.9037,Yes
black_woman_dataset/img42.jpg,black_woman_dataset/img43.jpg,Yes,0.4789,Yes
black_woman_dataset/img42.jpg,black_woman_dataset/img44.jpg,Yes,0.706,Yes
black_woman_dataset/img43.jpg,black_woman_dataset/img44.jpg,Yes,0.6566,Yes
black_woman_dataset/img45.jpg,black_woman_dataset/img46.jpg,Yes,0.5992,Yes
black_woman_dataset/img45.jpg,black_woman_dataset/img47.jpg,Yes,0.533,Yes
black_woman_dataset/img45.jpg,black_woman_dataset/img48.jpg,Yes,0.6979,Yes
black_woman_dataset/img46.jpg,black_woman_dataset/img47.jpg,Yes,0.5705,Yes
black_woman_dataset/img46.jpg,black_woman_dataset/img48.jpg,Yes,0.7692,Yes
black_woman_dataset/img47.jpg,black_woman_dataset/img48.jpg,Yes,0.7452,Yes
black_woman_dataset/img1.jpg,black_woman_dataset/img5.jpg,No,1.1758,No
black_woman_dataset/img1.jpg,black_woman_dataset/img6.jpg,No,1.1994,No
black_woman_dataset/img1.jpg,black_woman_dataset/img7.jpg,No,1.1511,Yes
black_woman_dataset/img1.jpg,black_woman_dataset/img8.jpg,No,1.1769,No
black_woman_dataset/img2.jpg,black_woman_dataset/img5.jpg,No,1.2358,No
black_woman_dataset/img2.jpg,black_woman_dataset/img6.jpg,No,1.2579,No
black_woman_dataset/img2.jpg,black_woman_dataset/img7.jpg,No,1.2463,No
black_woman_dataset/img2.jpg,black_woman_dataset/img8.jpg,No,1.1889,No
black_woman_dataset/img3.jpg,black_woman_dataset/img5.jpg,No,1.2018,No
black_woman_dataset/img3.jpg,black_woman_dataset/img6.jpg,No,1.2385,No
black_woman_dataset/img3.jpg,black_woman_dataset/img7.jpg,No,1.1914,No
black_woman_dataset/img3.jpg,black_woman_dataset/img8.jpg,No,1.2123,No
black_woman_dataset/img4.jpg,black_woman_dataset/img5.jpg,No,1.2043,No
black_woman_dataset/img4.jpg,black_woman_dataset/img6.jpg,No,1.2175,No
black_woman_dataset/img4.jpg,black_woman_dataset/img7.jpg,No,1.1775,No
black_woman_dataset/img4.jpg,black_woman_dataset/img8.jpg,No,1.1881,No
black_woman_dataset/img1.jpg,black_woman_dataset/img9.jpg,No,1.4006,No
black_woman_dataset/img1.jpg,black_woman_dataset/img10.jpg,No,1.4289,No
black_woman_dataset/img1.jpg,black_woman_dataset/img11.jpg,No,1.3949,No
black_woman_dataset/img1.jpg,black_woman_dataset/img12.jpg,No,1.4114,No
black_woman_dataset/img2.jpg,black_woman_dataset/img9.jpg,No,1.3072,No
black_woman_dataset/img2.jpg,black_woman_dataset/img10.jpg,No,1.3013,No
black_woman_dataset/img2.jpg,black_woman_dataset/img11.jpg,No,1.2769,No
black_woman_dataset/img2.jpg,black_woman_dataset/img12.jpg,No,1.2742,No
black_woman_dataset/img3.jpg,black_woman_dataset/img9.jpg,No,1.3164,No
black_woman_dataset/img3.jpg,black_woman_dataset/img10.jpg,No,1.349,No
